,Unnamed: 0.1,Unnamed: 0,Id,profile_unique_id,Liked Products/User,Recommended Products,Products,list_Preferences,list_interest,list_style,list_occasion,list_gender,list_age,list_relationship,join_key,list_Profiles,user_unique_id,Creation Date,Modified Date,parsed_preferences,Genereated_Recommends,Random_Generated_Clicks,all_unique_id
890,890,874,,random_profile_114,,,,,"['social impact and charity', 'fashion and accessories', 'fitness and wellness', 'pets and animal lovers']","['minimalistic', 'chill', 'premium brands', 'comfortable yet stylish']",['newborns'],['female'],['45 - 65'],['friend'],,,random_user_9,,,"{'interest': ['social impact and charity', 'fashion and accessories', 'fitness and wellness', 'pets and animal lovers'], 'style': ['minimalistic', 'chill', 'premium brands', 'comfortable yet stylish'], 'occasion': ['newborns'], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['friend']}",[],"['1694620674623x550682125616425800', '1694623758278x192381823351694960', '1695831203962x794468453792556800']",unq_id-890
891,891,875,,random_profile_874,,,,,"['sports and hobbies', 'home and decor', 'travel and adventure', 'social impact and charity', 'outdoor and nature', 'beauty and self-care', 'pets and animal lovers', 'arts and crafts', 'food and cooking', 'fashion and accessories', 'tech and gadgets', 'art and culture', 'books and learning', 'fitness and wellness']",['comfortable yet stylish'],['newborns'],['male'],['65 +'],['parent'],,,random_user_18,,,"{'interest': ['sports and hobbies', 'home and decor', 'travel and adventure', 'social impact and charity', 'outdoor and nature', 'beauty and self-care', 'pets and animal lovers', 'arts and crafts', 'food and cooking', 'fashion and accessories', 'tech and gadgets', 'art and culture', 'books and learning', 'fitness and wellness'], 'style': ['comfortable yet stylish'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['parent']}",[],"['1696265547717x944390873117582300', '1694624177877x368703835059625000']",unq_id-891
892,892,876,,random_profile_876,,,,,"['spirituality', 'travel and adventure', 'outdoor and nature', 'sports and hobbies', 'art and culture']","['bougie', 'classic and timeless']","[""valentine's day""]",['female'],['45 - 65'],['grand parent'],,,random_user_196,,,"{'interest': ['spirituality', 'travel and adventure', 'outdoor and nature', 'sports and hobbies', 'art and culture'], 'style': ['bougie', 'classic and timeless'], 'occasion': [""valentine's day""], 'gender': ['female'], 'age_category': ['45 - 65'], 'relationship': ['grand parent']}",[],"['1704448566358x164775220563958980', '1704448561364x238259057780919170']",unq_id-892
893,893,877,,random_profile_52,,,,,"['spirituality', 'beauty and self-care', 'home and decor', 'travel and adventure', 'music and entertainment', 'tech and gadgets', 'pets and animal lovers', 'arts and crafts', 'social impact and charity']","['classic and timeless', 'practical', 'comfortable yet stylish', 'chill']",['newborns'],['female'],['under 12'],['child'],,,random_user_221,,,"{'interest': ['spirituality', 'beauty and self-care', 'home and decor', 'travel and adventure', 'music and entertainment', 'tech and gadgets', 'pets and animal lovers', 'arts and crafts', 'social impact and charity'], 'style': ['classic and timeless', 'practical', 'comfortable yet stylish', 'chill'], 'occasion': ['newborns'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694623243652x347361436851366200', '1696351105169x905659894498306300', '1696351119839x637901933835382100']","['1695831223933x848143711084510200', '1696474673451x284908406278138620', '1696351109839x573445884982348500']",unq_id-893
894,894,878,,random_profile_227,,,,,"['home and decor', 'music and entertainment', 'sports and hobbies', 'spirituality', 'fashion and accessories', 'beauty and self-care', 'arts and crafts']",['comfortable yet stylish'],['promotions and achievements'],['male'],['18 - 25'],['colleague'],,,random_user_192,,,"{'interest': ['home and decor', 'music and entertainment', 'sports and hobbies', 'spirituality', 'fashion and accessories', 'beauty and self-care', 'arts and crafts'], 'style': ['comfortable yet stylish'], 'occasion': ['promotions and achievements'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['colleague']}",[],"['1694624891212x469615170222877000', '1696474678657x711786333788958500']",unq_id-894
895,895,879,,random_profile_229,,,,,"['art and culture', 'home and decor', 'arts and crafts']","['chill', 'premium brands', 'classic and timeless', 'practical', 'comfortable yet stylish']",['appreciation'],['male'],['65 +'],['child'],,,random_user_0,,,"{'interest': ['art and culture', 'home and decor', 'arts and crafts'], 'style': ['chill', 'premium brands', 'classic and timeless', 'practical', 'comfortable yet stylish'], 'occasion': ['appreciation'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['child']}",[],['1695831209141x330353803306080900'],unq_id-895
896,896,880,,random_profile_996,,,,,"['books and learning', 'travel and adventure', 'fitness and wellness', 'pets and animal lovers', 'fashion and accessories']","['minimalistic', 'chill', 'practical', 'premium brands']",['holidays'],['male'],['45 - 65'],['parent'],,,random_user_92,,,"{'interest': ['books and learning', 'travel and adventure', 'fitness and wellness', 'pets and animal lovers', 'fashion and accessories'], 'style': ['minimalistic', 'chill', 'practical', 'premium brands'], 'occasion': ['holidays'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],"['1694624180791x778866432614965900', '1704795547455x828924155228323800', '1696265498318x653448679837814900']",unq_id-896
897,897,881,,random_profile_78,,,,,"['travel and adventure', 'arts and crafts', 'tech and gadgets', 'outdoor and nature', 'beauty and self-care']","['classic and timeless', 'comfortable yet stylish', 'practical', 'bougie', 'chill', 'premium brands']",['retirements'],['male'],['under 12'],['grand parent'],,,random_user_230,,,"{'interest': ['travel and adventure', 'arts and crafts', 'tech and gadgets', 'outdoor and nature', 'beauty and self-care'], 'style': ['classic and timeless', 'comfortable yet stylish', 'practical', 'bougie', 'chill', 'premium brands'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['grand parent']}",[],['1694624159818x868008542447611400'],unq_id-897
898,898,882,,random_profile_691,,,,,"['social impact and charity', 'fitness and wellness', 'tech and gadgets', 'travel and adventure', 'beauty and self-care', 'spirituality', 'books and learning', 'art and culture']",['comfortable yet stylish'],['holidays'],['male'],['45 - 65'],['parent'],,,random_user_84,,,"{'interest': ['social impact and charity', 'fitness and wellness', 'tech and gadgets', 'travel and adventure', 'beauty and self-care', 'spirituality', 'books and learning', 'art and culture'], 'style': ['comfortable yet stylish'], 'occasion': ['holidays'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],"['1696265570106x287668230200030620', '1694620674623x550682125616425800']",unq_id-898
899,899,883,,random_profile_572,,,,,"['art and culture', 'tech and gadgets', 'music and entertainment', 'beauty and self-care', 'sports and hobbies', 'fitness and wellness']","['comfortable yet stylish', 'bougie', 'practical', 'minimalistic', 'premium brands']",['holidays'],['female'],['25 - 45'],['spouse or significant other'],,,random_user_174,,,"{'interest': ['art and culture', 'tech and gadgets', 'music and entertainment', 'beauty and self-care', 'sports and hobbies', 'fitness and wellness'], 'style': ['comfortable yet stylish', 'bougie', 'practical', 'minimalistic', 'premium brands'], 'occasion': ['holidays'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['spouse or significant other']}",[],"['1696450358930x716624120366235600', '1696778067041x156784314312198300']",unq_id-899
900,900,884,,random_profile_621,,,,,"['fashion and accessories', 'fitness and wellness', 'travel and adventure', 'outdoor and nature']","['comfortable yet stylish', 'minimalistic', 'chill', 'bougie', 'premium brands', 'practical']",['graduations'],['female'],['25 - 45'],['friend'],,,random_user_57,,,"{'interest': ['fashion and accessories', 'fitness and wellness', 'travel and adventure', 'outdoor and nature'], 'style': ['comfortable yet stylish', 'minimalistic', 'chill', 'bougie', 'premium brands', 'practical'], 'occasion': ['graduations'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['friend']}",[],"['1695942609422x808413214044237700', '1694624184790x486181897691762000']",unq_id-900
901,901,885,,random_profile_71,,,,,"['food and cooking', 'arts and crafts', 'fashion and accessories', 'sports and hobbies', 'outdoor and nature', 'spirituality', 'books and learning']","['premium brands', 'chill', 'minimalistic', 'bougie', 'practical', 'classic and timeless']",['retirements'],['male'],['45 - 65'],['child'],,,random_user_222,,,"{'interest': ['food and cooking', 'arts and crafts', 'fashion and accessories', 'sports and hobbies', 'outdoor and nature', 'spirituality', 'books and learning'], 'style': ['premium brands', 'chill', 'minimalistic', 'bougie', 'practical', 'classic and timeless'], 'occasion': ['retirements'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['child']}",[],"['1704718261931x226323713942326430', '1696265546759x302554275626445200', '1694623751271x391270845290324000', '1695942617431x366584418378585340']",unq_id-901
902,902,886,,random_profile_177,,,,,['beauty and self-care'],"['comfortable yet stylish', 'minimalistic']",['anniversaries'],['male'],['65 +'],['grand parent'],,,random_user_38,,,"{'interest': ['beauty and self-care'], 'style': ['comfortable yet stylish', 'minimalistic'], 'occasion': ['anniversaries'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['grand parent']}",[],['1696265497403x850722399566606700'],unq_id-902
903,903,887,,random_profile_263,,,,,"['sports and hobbies', 'art and culture', 'fashion and accessories', 'music and entertainment', 'arts and crafts', 'spirituality', 'outdoor and nature', 'travel and adventure', 'pets and animal lovers', 'food and cooking', 'fitness and wellness', 'tech and gadgets']","['classic and timeless', 'comfortable yet stylish']",['thank you gifts'],['female'],['12 - 18'],['friend'],,,random_user_281,,,"{'interest': ['sports and hobbies', 'art and culture', 'fashion and accessories', 'music and entertainment', 'arts and crafts', 'spirituality', 'outdoor and nature', 'travel and adventure', 'pets and animal lovers', 'food and cooking', 'fitness and wellness', 'tech and gadgets'], 'style': ['classic and timeless', 'comfortable yet stylish'], 'occasion': ['thank you gifts'], 'gender': ['female'], 'age_category': ['12 - 18'], 'relationship': ['friend']}",[],"['1694624893346x910552786125184300', '1696265568959x799696197241046800', '1704448562440x450964426847806140']",unq_id-903
904,904,888,,random_profile_806,,,,,"['fashion and accessories', 'spirituality', 'sports and hobbies', 'social impact and charity', 'arts and crafts', 'pets and animal lovers', 'home and decor', 'art and culture', 'fitness and wellness']","['minimalistic', 'comfortable yet stylish', 'premium brands', 'practical']",['thank you gifts'],['male'],['under 12'],['grand parent'],,,random_user_71,,,"{'interest': ['fashion and accessories', 'spirituality', 'sports and hobbies', 'social impact and charity', 'arts and crafts', 'pets and animal lovers', 'home and decor', 'art and culture', 'fitness and wellness'], 'style': ['minimalistic', 'comfortable yet stylish', 'premium brands', 'practical'], 'occasion': ['thank you gifts'], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['grand parent']}",[],"['1694624882159x137521757895970430', '1695831202987x252898367831274180']",unq_id-904
905,905,889,,random_profile_20,,,,,"['art and culture', 'spirituality', 'travel and adventure', 'fashion and accessories', 'fitness and wellness', 'arts and crafts', 'books and learning', 'pets and animal lovers', 'social impact and charity']","['premium brands', 'comfortable yet stylish', 'practical', 'classic and timeless', 'minimalistic', 'bougie']",['holidays'],['male'],['45 - 65'],['child'],,,random_user_101,,,"{'interest': ['art and culture', 'spirituality', 'travel and adventure', 'fashion and accessories', 'fitness and wellness', 'arts and crafts', 'books and learning', 'pets and animal lovers', 'social impact and charity'], 'style': ['premium brands', 'comfortable yet stylish', 'practical', 'classic and timeless', 'minimalistic', 'bougie'], 'occasion': ['holidays'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['child']}","['1694623243081x559101251033145040', '1694623243652x347361436851366200', '1694624889422x254650863699015680', '1695942607494x101333340793251950', '1696351105169x905659894498306300', '1696351119839x637901933835382100']","['1695831218864x647126621441502800', '1694623742455x786508786880762500']",unq_id-905
